Ukazatel;Území;Typ indexu;Klasifikace produkce;Kumulace měsíců;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – duben 2015;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – květen 2015;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červen 2015;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červenec 2015;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – srpen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – září 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – říjen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – listopad 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – prosinec 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden 2016;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – únor 2016;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – březen 2016;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – duben 2016;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – květen 2016;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červen 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červenec 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – srpen 2016;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – září 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – říjen 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – listopad 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – prosinec 2016;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden 2017;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – únor 2017;101.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – březen 2017;101.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – duben 2017;101.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – květen 2017;101.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červen 2017;101.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červenec 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – srpen 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – září 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – říjen 2017;102.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – listopad 2017;102.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – prosinec 2017;102.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden 2018;103.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – únor 2018;103.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – březen 2018;103.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – duben 2018;103.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – květen 2018;104.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červen 2018;104.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červenec 2018;104.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – srpen 2018;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – září 2018;105.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – říjen 2018;105.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – listopad 2018;105.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – prosinec 2018;105.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden 2019;110.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – únor 2019;110.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – březen 2019;111.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – duben 2019;111.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – květen 2019;111.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červen 2019;112.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červenec 2019;112.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – srpen 2019;112.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – září 2019;112.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – říjen 2019;112.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – listopad 2019;112.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – prosinec 2019;112.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden 2020;113.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – únor 2020;113.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – březen 2020;114.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – duben 2020;114.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – květen 2020;114.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červen 2020;114.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – červenec 2020;114.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – srpen 2020;114.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – září 2020;114.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – říjen 2020;114.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – listopad 2020;114.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – prosinec 2020;114.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden 2021;114.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – únor 2021;114.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací;leden – březen 2021;115.0
