Ukazatel;Roky;ORP;Druh zařízení sociálních služeb;value
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Sociální poradny;2.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Nízkoprahová zařízení pro děti a mládež;2.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Domovy pro seniory;3.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Azylové domy;2.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Domovy se zvláštním režimem;3.0
Počet zařízení sociálních služeb;2023;Klatovy (Plzeňský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Sociální poradny;4.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Centra sociálně rehabilitačních služeb;2.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Domovy pro seniory;5.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Chráněné bydlení;2.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Domovy se zvláštním režimem;5.0
Počet zařízení sociálních služeb;2023;Kolín (Středočeský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Domovy pro seniory;3.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Konice (Olomoucký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Domovy pro seniory;2.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Azylové domy;1.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Kopřivnice (Moravskoslezský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Domovy pro seniory;2.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Kostelec nad Orlicí (Královéhradecký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Králíky (Pardubický kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Domovy pro seniory;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Kralovice (Plzeňský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Kralupy nad Vltavou (Středočeský kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Kralupy nad Vltavou (Středočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Kralupy nad Vltavou (Středočeský kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Kralupy nad Vltavou (Středočeský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Kralupy nad Vltavou (Středočeský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Kralupy nad Vltavou (Středočeský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Kralupy nad Vltavou (Středočeský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Kralupy nad Vltavou (Středočeský kraj);Zařízení pro krizovou pomoc;0.0
