Území,Měsíce,Typ ceny,Očištění,Země,Ukazatel,value
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rwanda,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rwanda,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Rwanda,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Řecko,"Vývoz (v mil. Kč, FOB)",983.988112
Česko,prosinec 2024,Běžné ceny,Bez očištění,Řecko,"Dovoz (v mil. Kč, CIF)",852.528182
Česko,prosinec 2024,Běžné ceny,Bez očištění,Řecko,Bilance (v mil. Kč),131.45993
Česko,prosinec 2024,Běžné ceny,Bez očištění,Řecko,Obrat zboží (v mil. Kč),1836.516294
Česko,prosinec 2024,Běžné ceny,Bez očištění,Řecko,Vývoz (meziroční index),98.2390339581
Česko,prosinec 2024,Běžné ceny,Bez očištění,Řecko,Dovoz (meziroční index),77.1750236924
Česko,prosinec 2024,Běžné ceny,Bez očištění,Řecko,Obrat zboží (meziroční index),87.191792401
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saint-Pierre a Miquelon,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Salvador,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Salvador,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Salvador,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Salvador,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Salvador,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Salvador,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Salvador,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Samoa,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Samoa,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Samoa,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Samoa,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Samoa,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Samoa,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Samoa,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,San Marino,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,San Marino,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,San Marino,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,San Marino,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,San Marino,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,San Marino,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,San Marino,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saúdská Arábie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saúdská Arábie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saúdská Arábie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saúdská Arábie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saúdská Arábie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saúdská Arábie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Saúdská Arábie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Senegal,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Senegal,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Senegal,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Senegal,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Senegal,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Senegal,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Senegal,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Makedonie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Makedonie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Makedonie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Makedonie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Makedonie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Makedonie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Makedonie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Mariany,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Mariany,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Mariany,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Mariany,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Mariany,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Mariany,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Severní Mariany,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Seychely,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Seychely,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Seychely,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Seychely,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Seychely,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Seychely,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Seychely,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sierra Leone,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sierra Leone,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sierra Leone,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sierra Leone,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sierra Leone,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sierra Leone,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sierra Leone,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Singapur,"Vývoz (v mil. Kč, FOB)",1029.611989
Česko,prosinec 2024,Běžné ceny,Bez očištění,Singapur,"Dovoz (v mil. Kč, CIF)",403.069029
Česko,prosinec 2024,Běžné ceny,Bez očištění,Singapur,Bilance (v mil. Kč),626.54296
Česko,prosinec 2024,Běžné ceny,Bez očištění,Singapur,Obrat zboží (v mil. Kč),1432.681018
Česko,prosinec 2024,Běžné ceny,Bez očištění,Singapur,Vývoz (meziroční index),169.6586356895
Česko,prosinec 2024,Běžné ceny,Bez očištění,Singapur,Dovoz (meziroční index),139.9380545126
Česko,prosinec 2024,Běžné ceny,Bez očištění,Singapur,Obrat zboží (meziroční index),160.0927943519
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovensko,"Vývoz (v mil. Kč, FOB)",33840.416948
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovensko,"Dovoz (v mil. Kč, CIF)",19198.972163
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovensko,Bilance (v mil. Kč),14641.444785
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovensko,Obrat zboží (v mil. Kč),53039.389111
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovensko,Vývoz (meziroční index),101.3107330219
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovensko,Dovoz (meziroční index),120.6934990807
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovensko,Obrat zboží (meziroční index),107.5635614875
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovinsko,"Vývoz (v mil. Kč, FOB)",1901.917394
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovinsko,"Dovoz (v mil. Kč, CIF)",1599.427458
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovinsko,Bilance (v mil. Kč),302.489936
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovinsko,Obrat zboží (v mil. Kč),3501.344852
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovinsko,Vývoz (meziroční index),101.8610438605
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovinsko,Dovoz (meziroční index),104.1024113797
Česko,prosinec 2024,Běžné ceny,Bez očištění,Slovinsko,Obrat zboží (meziroční index),102.8728156632
Česko,prosinec 2024,Běžné ceny,Bez očištění,Somálsko,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Somálsko,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Somálsko,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Somálsko,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Somálsko,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Somálsko,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Somálsko,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,"Vývoz (v mil. Kč, FOB)",1780.200719
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,"Dovoz (v mil. Kč, CIF)",292.437436
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Bilance (v mil. Kč),1487.763283
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Obrat zboží (v mil. Kč),2072.638155
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Vývoz (meziroční index),157.7752553442
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Dovoz (meziroční index),87.3670841816
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Obrat zboží (meziroční index),141.6668370543
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království,"Vývoz (v mil. Kč, FOB)",12021.961091
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království,"Dovoz (v mil. Kč, CIF)",4888.426387
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království,Bilance (v mil. Kč),7133.534704
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království,Obrat zboží (v mil. Kč),16910.387478
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království,Vývoz (meziroční index),96.9239311248
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království,Dovoz (meziroční index),80.4688673729
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království,Obrat zboží (meziroční index),91.5141998978
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené státy,"Vývoz (v mil. Kč, FOB)",12527.375249
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené státy,"Dovoz (v mil. Kč, CIF)",9174.763879
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené státy,Bilance (v mil. Kč),3352.61137
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené státy,Obrat zboží (v mil. Kč),21702.139128
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené státy,Vývoz (meziroční index),140.2990003137
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené státy,Dovoz (meziroční index),78.7867383666
Česko,prosinec 2024,Běžné ceny,Bez očištění,Spojené státy,Obrat zboží (meziroční index),105.4827273501
Česko,prosinec 2024,Běžné ceny,Bez očištění,Srbsko,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Srbsko,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Srbsko,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Srbsko,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Srbsko,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Srbsko,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Srbsko,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Středoafrická republika,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Středoafrická republika,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Středoafrická republika,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Středoafrická republika,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Středoafrická republika,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Středoafrická republika,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Středoafrická republika,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Súdán,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Súdán,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Súdán,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Súdán,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Súdán,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Súdán,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Súdán,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Surinam,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Surinam,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Surinam,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Surinam,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Surinam,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Surinam,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Surinam,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha","Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha","Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatá Lucie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatá Lucie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatá Lucie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatá Lucie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatá Lucie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatá Lucie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatá Lucie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý stolec,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý stolec,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý stolec,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý stolec,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý stolec,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý stolec,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý stolec,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svazijsko,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svazijsko,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svazijsko,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svazijsko,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svazijsko,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svazijsko,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Svazijsko,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Syrská arabská republika,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Syrská arabská republika,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Španělsko,"Vývoz (v mil. Kč, FOB)",8434.088708
Česko,prosinec 2024,Běžné ceny,Bez očištění,Španělsko,"Dovoz (v mil. Kč, CIF)",7235.283301
Česko,prosinec 2024,Běžné ceny,Bez očištění,Španělsko,Bilance (v mil. Kč),1198.805407
Česko,prosinec 2024,Běžné ceny,Bez očištění,Španělsko,Obrat zboží (v mil. Kč),15669.372009
