ČR a kraje;Ukazatel;Pohlaví;Klasifikace zaměstnání (CZISCO);Čtvrtletí;value
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Pomocní a nekvalifikovaní pracovníci;1. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2024;19.35189003
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2024;20.632711516
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2024;22.70068211
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2024;20.32359781
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2023;19.727143264
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2023;19.358749402
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2023;16.159387776
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2023;13.68025313
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2022;14.5490071
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2022;13.57043921
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2022;18.0669166
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2022;18.1647831
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2021;16.0443487
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2021;14.7419979
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2021;16.2411793
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2021;17.4299012
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2020;21.6880552
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2020;24.2258617
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2020;27.985459
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2020;27.0919063
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2019;21.7311704
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2019;17.4210554
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2019;16.0529561
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2019;11.9593845
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2018;13.0438012
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2018;15.461556
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2018;16.9934153
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2018;15.4132527
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2017;17.4660908
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2017;15.9722895
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2017;16.5428716
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2017;16.4150532
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2016;15.1259462
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2016;13.852868
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2016;14.6142271
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2016;14.0657886700001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2015;11.7963263600001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2015;14.7118529900001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2015;15.1582335900001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2015;15.8165665400001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2014;17.9706650600001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2014;18.5427317900001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2014;17.7848141100001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2014;16.6626883100001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2013;15.7458077500001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2013;15.8721579000001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2013;17.3033424000001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2013;17.7540462800001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2012;17.3181948300001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2012;19.9660055200001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2012;18.3203146600001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2012;17.5437410400001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2011;15.9000599300001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2011;17.2407096800001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2011;15.3367040159001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2011;13.9405495451001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2010;13.8747032928001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2010;15.2683889926001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2010;15.5588930770001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2010;14.4206392510001
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Zaměstnanci v ozbrojených silách;1. čtvrtletí 1993;
